,match_id,player_slot,radiant_win,duration,game_mode,lobby_type,hero_id,start_time,version,kills,deaths,assists,skill,leaver_status,party_size,win,side,localized_name,my_hero_rating
2029,2080793717,130,True,4473,4,0,47,2016-01-15 18:33:39,16.0,13,9,24,,0,,0,Dire,Viper,1
664,2080577263,132,False,3555,1,0,36,2016-01-15 16:46:15,16.0,6,8,28,,0,,1,Dire,Necrophos,3
1213,2078556477,132,False,2671,1,0,27,2016-01-14 19:09:57,16.0,1,9,8,,0,,1,Dire,Shadow Shaman,5
1171,2076428062,131,True,2706,1,0,32,2016-01-13 19:31:33,,2,9,2,,0,,0,Dire,Riki,3
1280,2076373183,131,True,1729,1,0,5,2016-01-13 18:55:23,,1,8,2,,0,,0,Dire,Crystal Maiden,5
1556,2074095401,3,False,4019,4,0,106,2016-01-12 17:56:53,16.0,9,9,19,,0,,0,Radiant,Ember Spirit,3
389,2042039287,129,False,2690,1,0,75,2015-12-30 18:19:04,15.0,8,8,9,,0,,1,Dire,Silencer,3
724,2041900914,129,False,3214,4,0,38,2015-12-30 17:10:52,15.0,8,6,16,,0,,1,Dire,Beastmaster,1
160,2031715615,0,False,2469,1,0,64,2015-12-26 18:48:15,15.0,3,9,19,,0,,0,Radiant,Jakiro,3
466,2031625759,0,False,2253,1,0,90,2015-12-26 18:05:13,15.0,4,10,10,,0,,0,Radiant,Keeper of the Light,5
1919,2029075514,1,False,5816,1,0,40,2015-12-25 19:21:38,15.0,6,15,34,,0,,0,Radiant,Venomancer,1
467,2028986437,1,True,2351,1,0,90,2015-12-25 18:33:39,15.0,4,2,10,,0,,1,Radiant,Keeper of the Light,5
1967,2026390133,2,False,3437,1,0,50,2015-12-24 16:39:46,,0,8,7,,0,,0,Radiant,Dazzle,5
89,2025540350,132,False,2547,4,0,51,2015-12-24 10:15:00,15.0,6,6,11,,0,,1,Dire,Clockwerk,1
368,2024271769,0,True,3349,1,0,7,2015-12-23 18:01:58,15.0,4,8,21,,0,,1,Radiant,Earthshaker,2
390,2022055767,2,True,3511,1,0,75,2015-12-22 18:30:12,,1,3,10,,0,,1,Radiant,Silencer,3
1586,2019759255,128,True,2671,1,0,16,2015-12-21 18:07:19,15.0,5,5,10,,0,,0,Dire,Sand King,1
780,2019586852,131,True,2322,1,0,103,2015-12-21 16:38:27,15.0,1,5,12,,0,,0,Dire,Elder Titan,1
408,2018801773,130,True,2875,1,0,57,2015-12-21 10:53:36,15.0,2,7,4,,0,,0,Dire,Omniknight,1
819,2018559080,1,True,2003,1,0,26,2015-12-21 08:24:29,15.0,3,5,6,,0,,1,Radiant,Lion,5
369,2017548262,128,False,2580,12,0,7,2015-12-20 18:32:28,15.0,5,5,12,,0,,1,Dire,Earthshaker,2
391,2017423213,132,False,2966,1,0,75,2015-12-20 17:27:08,15.0,9,2,11,,0,,1,Dire,Silencer,3
959,2014727736,2,True,3933,1,0,84,2015-12-19 17:28:42,15.0,4,9,21,,0,,1,Radiant,Ogre Magi,5
1493,2010911186,4,False,2179,1,0,55,2015-12-18 09:26:22,,5,5,5,,0,,0,Radiant,Dark Seer,5
1368,2009736242,4,False,3489,5,0,79,2015-12-17 18:27:16,15.0,5,4,13,,0,,0,Radiant,Shadow Demon,1
392,2008516300,129,False,3936,1,0,75,2015-12-17 09:56:20,15.0,11,7,21,,0,,1,Dire,Silencer,3
1338,2007198690,132,False,2590,1,0,68,2015-12-16 17:37:29,15.0,4,3,9,,0,,1,Dire,Ancient Apparition,5
1464,2007060119,130,True,2187,1,0,42,2015-12-16 16:26:25,15.0,1,6,6,,0,,0,Dire,Wraith King,3
2037,2005007160,130,True,2457,1,0,77,2015-12-15 18:21:57,15.0,0,7,8,,0,,0,Dire,Lycan,3
111,2004906752,130,True,2545,1,0,3,2015-12-15 17:24:59,15.0,1,9,15,,0,,0,Dire,Bane,5
56,2004831654,4,False,1962,1,0,110,2015-12-15 16:44:53,15.0,0,7,6,,0,,0,Radiant,Phoenix,1
2091,2002178368,2,False,2457,4,0,43,2015-12-14 13:06:02,15.0,3,7,6,,0,,0,Radiant,Death Prophet,3
2038,1993219239,129,True,3812,1,0,77,2015-12-10 18:16:09,15.0,4,6,10,,0,,0,Dire,Lycan,3
820,1972046584,3,True,2996,1,0,26,2015-12-01 08:41:39,,0,5,11,,0,,1,Radiant,Lion,5
920,1971883501,2,True,2367,1,0,45,2015-12-01 06:39:48,,7,0,8,,0,,1,Radiant,Pugna,4
1172,1971011413,3,True,3262,1,0,32,2015-11-30 17:04:03,,20,3,15,,0,,1,Radiant,Riki,3
370,1969072123,3,True,2027,1,0,7,2015-11-29 18:28:44,,1,5,11,,0,,1,Radiant,Earthshaker,2
1190,1968868355,3,True,2946,1,0,88,2015-11-29 16:36:45,,1,5,13,,0,,1,Radiant,Nyx Assassin,2
161,1966090697,132,False,3234,1,0,64,2015-11-28 15:29:23,15.0,1,5,12,,0,,1,Dire,Jakiro,3
371,1961453932,132,False,2756,1,0,7,2015-11-26 16:26:43,15.0,3,3,12,,0,,1,Dire,Earthshaker,2
372,1958520511,132,True,3123,1,0,7,2015-11-25 09:28:43,,5,9,12,,0,,0,Dire,Earthshaker,2
1455,1957466828,3,True,3496,1,0,91,2015-11-24 17:55:12,15.0,0,5,17,,0,,1,Radiant,Io,3
373,1957319150,132,False,3699,1,0,7,2015-11-24 16:30:25,15.0,3,9,21,,0,,1,Dire,Earthshaker,2
1214,1955353434,0,True,2173,5,0,27,2015-11-23 17:50:32,15.0,4,7,15,,0,,1,Radiant,Shadow Shaman,5
192,1955265064,0,False,2479,4,0,65,2015-11-23 16:59:41,,2,7,15,,0,,0,Radiant,Batrider,5
588,1954437459,2,False,2507,1,0,86,2015-11-23 10:24:26,15.0,0,5,9,,0,,0,Radiant,Rubick,5
112,1953245085,129,False,2077,1,0,3,2015-11-22 17:51:55,,2,1,11,,0,,1,Dire,Bane,5
1339,1953121619,129,True,2815,1,0,68,2015-11-22 16:46:33,,5,6,15,,0,,0,Dire,Ancient Apparition,5
2016,1947917352,1,True,3724,1,0,60,2015-11-20 16:36:05,15.0,7,5,6,,0,,1,Radiant,Night Stalker,2
1532,1946029773,130,True,3010,1,0,31,2015-11-19 18:45:03,15.0,8,4,18,,0,,0,Dire,Lich,5
1215,1945939749,2,False,2962,1,0,27,2015-11-19 17:46:00,15.0,0,9,5,,0,,0,Radiant,Shadow Shaman,5
821,1945855537,2,True,1779,1,0,26,2015-11-19 16:55:35,15.0,3,3,6,,0,,1,Radiant,Lion,5
1773,1943844743,129,False,3282,1,0,99,2015-11-18 16:38:41,15.0,6,6,20,,0,,1,Dire,Bristleback,1
2039,1943138970,128,True,2185,1,0,77,2015-11-18 10:44:16,15.0,3,4,3,,0,,0,Dire,Lycan,3
1494,1942009380,0,True,3218,1,0,55,2015-11-17 17:50:27,15.0,5,3,11,,0,,1,Radiant,Dark Seer,5
1103,1940875983,130,False,2927,1,0,71,2015-11-17 06:34:04,,14,8,14,,0,,1,Dire,Spirit Breaker,2
1766,1940832887,130,False,1613,1,0,92,2015-11-17 05:56:05,,11,2,16,,0,,1,Dire,Visage,3
182,1939268394,3,False,2720,1,0,87,2015-11-16 10:11:26,15.0,3,9,16,,0,,0,Radiant,Disruptor,5
513,1939156087,130,True,2729,1,0,96,2015-11-16 08:51:56,15.0,5,8,14,,0,,0,Dire,Centaur Warrunner,2
822,1938992068,130,False,2805,1,0,26,2015-11-16 06:45:15,15.0,12,5,14,,0,,1,Dire,Lion,5
236,1933369020,131,True,3622,1,0,30,2015-11-13 18:26:21,,1,9,10,,0,,0,Dire,Witch Doctor,5
514,1929252011,1,False,2998,1,0,96,2015-11-11 15:02:43,14.0,4,6,14,,0,,0,Radiant,Centaur Warrunner,2
1587,1927649277,129,False,3210,1,0,16,2015-11-10 17:51:47,14.0,2,8,11,,0,,1,Dire,Sand King,1
1104,1926513262,131,True,2339,1,0,71,2015-11-10 06:36:14,14.0,3,11,13,,0,,0,Dire,Spirit Breaker,2
2017,1925708628,0,True,2550,1,0,60,2015-11-09 17:36:36,14.0,7,6,6,,0,,1,Radiant,Night Stalker,2
1340,1925569450,3,False,2695,4,0,68,2015-11-09 16:15:40,14.0,3,6,3,,0,,0,Radiant,Ancient Apparition,5
1790,1925301763,3,True,2727,1,0,21,2015-11-09 14:05:53,14.0,11,2,9,,0,,1,Radiant,Windranger,3
1028,1923542593,1,True,2175,2,0,28,2015-11-08 16:08:30,14.0,7,5,13,,0,,1,Radiant,Slardar,1
1753,1923461658,131,True,1492,1,0,56,2015-11-08 15:30:00,,6,7,2,,0,,0,Dire,Clinkz,3
1822,1918628676,2,False,2731,1,0,63,2015-11-06 17:22:55,,2,6,14,,0,,0,Radiant,Weaver,3
1105,1917599976,129,False,2025,1,0,71,2015-11-06 09:23:41,,3,1,13,,0,,1,Dire,Spirit Breaker,2
1465,1917397407,130,False,2425,1,0,42,2015-11-06 07:10:38,,9,0,16,,0,,1,Dire,Wraith King,3
1735,1915545200,132,True,2600,1,0,49,2015-11-05 09:54:40,,0,10,11,,0,,0,Dire,Dragon Knight,3
781,1914199839,130,False,3463,1,0,103,2015-11-04 16:16:04,,9,6,14,,0,,1,Dire,Elder Titan,1
479,1911956855,132,True,2817,4,0,10,2015-11-03 16:21:16,,7,6,6,,0,,0,Dire,Morphling,3
2040,1910850598,130,False,1967,1,0,77,2015-11-03 07:36:28,,6,1,8,,0,,1,Dire,Lycan,3
1736,1909723846,2,False,4253,1,0,49,2015-11-02 16:02:07,,6,6,15,,0,,0,Radiant,Dragon Knight,3
443,1908974889,4,False,3103,1,0,62,2015-11-02 09:58:46,14.0,3,12,10,,0,,0,Radiant,Bounty Hunter,3
1495,1905434580,2,False,2429,1,0,55,2015-10-31 18:16:01,,5,6,6,,0,,0,Radiant,Dark Seer,5
665,1899630335,0,True,3573,1,0,36,2015-10-29 07:41:19,,9,8,21,,0,,1,Radiant,Necrophos,3
666,1896470924,132,False,2647,1,0,36,2015-10-27 16:49:00,,9,3,16,,0,,1,Dire,Necrophos,3
1840,1896381168,132,True,1992,1,0,112,2015-10-27 16:03:56,,0,4,4,,0,,0,Dire,Winter Wyvern,5
1191,1895554153,2,True,3022,1,0,88,2015-10-27 09:37:27,13.0,2,4,11,,0,,1,Radiant,Nyx Assassin,2
1791,1894465386,2,True,2200,1,0,21,2015-10-26 17:57:28,,3,1,10,,0,,1,Radiant,Windranger,3
183,1894374280,2,False,2436,1,0,87,2015-10-26 17:05:22,,1,7,10,,0,,0,Radiant,Disruptor,5
2151,1893257879,131,True,4404,1,0,12,2015-10-26 07:33:25,,7,14,21,,0,,0,Dire,Phantom Lancer,3
960,1888368423,0,False,4495,2,0,84,2015-10-24 09:38:51,13.0,3,9,16,,0,,0,Radiant,Ogre Magi,5
823,1886919745,3,False,3444,1,0,26,2015-10-23 17:28:15,,3,10,8,,0,,0,Radiant,Lion,5
1106,1886785105,132,False,2434,1,0,71,2015-10-23 16:26:41,,3,6,19,,0,,1,Dire,Spirit Breaker,2
1029,1884674183,132,True,2826,1,0,28,2015-10-22 17:04:55,13.0,10,4,6,,0,,0,Dire,Slardar,1
1920,1884562083,132,True,2697,1,0,40,2015-10-22 16:07:54,,4,5,12,,0,,0,Dire,Venomancer,1
1173,1881446298,129,False,3081,1,0,32,2015-10-21 06:43:36,13.0,16,2,16,,0,,1,Dire,Riki,3
57,1881376477,2,True,2861,12,0,110,2015-10-21 05:47:12,13.0,2,2,19,,0,,1,Radiant,Phoenix,1
1107,1879606670,132,False,2784,1,0,71,2015-10-20 09:37:39,13.0,2,5,14,,0,,1,Dire,Spirit Breaker,2
1192,1879515629,3,True,3060,1,0,88,2015-10-20 08:37:02,13.0,7,4,19,,0,,1,Radiant,Nyx Assassin,2
961,1877508825,2,True,2041,3,0,84,2015-10-19 09:36:56,13.0,4,4,20,,0,,1,Radiant,Ogre Magi,5
1174,1877407696,129,False,2955,1,0,32,2015-10-19 08:30:09,13.0,16,2,13,,0,,1,Dire,Riki,3
1921,1877309889,131,True,3312,1,0,40,2015-10-19 07:19:22,13.0,3,8,16,,0,,0,Dire,Venomancer,1
1108,1873870393,1,True,2916,1,0,71,2015-10-17 19:11:21,13.0,6,9,13,,0,,1,Radiant,Spirit Breaker,2
824,1873772497,129,False,2337,1,0,26,2015-10-17 18:22:08,13.0,4,2,7,,0,,1,Dire,Lion,5
1216,1873662833,131,False,2421,1,0,27,2015-10-17 17:32:17,13.0,0,6,8,,0,,1,Dire,Shadow Shaman,5
1369,1869775676,130,False,1780,1,0,79,2015-10-16 07:57:57,13.0,2,0,14,,0,,1,Dire,Shadow Demon,1
561,1869517389,3,False,3080,1,0,14,2015-10-16 04:55:41,13.0,1,13,11,,0,,0,Radiant,Pudge,2
265,1861382478,131,True,2776,1,0,35,2015-10-12 09:46:51,13.0,2,5,3,,0,,0,Dire,Sniper,3
1217,1860282628,131,False,5063,1,0,27,2015-10-11 18:06:12,13.0,6,5,21,,0,,1,Dire,Shadow Shaman,5
2092,1860164546,130,False,2508,1,0,43,2015-10-11 17:07:08,13.0,7,2,8,,0,,1,Dire,Death Prophet,3
237,1858804049,1,True,2740,1,0,30,2015-10-11 08:00:21,13.0,7,4,16,,0,,1,Radiant,Witch Doctor,5
316,1848911235,1,False,3044,1,0,69,2015-10-07 07:48:08,13.0,6,7,5,,0,,0,Radiant,Doom,1
1968,1836604645,132,True,2905,1,0,50,2015-10-02 10:29:48,13.0,1,3,14,,0,,0,Dire,Dazzle,5
2152,1829831781,3,False,3156,1,0,12,2015-09-29 16:24:31,,10,6,11,,0,,0,Radiant,Phantom Lancer,3
825,1823789150,132,False,2568,1,0,26,2015-09-27 09:20:07,13.0,10,4,14,,1,,1,Dire,Lion,5
2018,1823641090,1,False,2073,4,0,60,2015-09-27 08:23:05,13.0,6,7,7,,0,,0,Radiant,Night Stalker,2
1533,1822114103,132,False,2443,1,0,31,2015-09-26 17:38:33,13.0,5,5,15,,0,,1,Dire,Lich,5
1370,1819368572,2,True,3209,1,0,79,2015-09-25 18:11:57,,3,4,20,,0,,1,Radiant,Shadow Demon,1
1922,1819283061,132,True,1912,1,0,40,2015-09-25 17:30:57,,4,7,8,,0,,0,Dire,Venomancer,1
1193,1818087766,130,False,910,1,0,88,2015-09-25 09:09:03,,1,0,9,,0,,1,Dire,Nyx Assassin,2
1923,1817936764,1,True,3101,1,0,40,2015-09-25 07:39:02,,11,5,27,,0,,1,Radiant,Venomancer,1
393,1814665080,3,False,2281,1,0,75,2015-09-23 17:30:06,13.0,5,7,5,,0,,0,Radiant,Silencer,3
162,1791703103,4,False,2830,1,0,64,2015-09-13 17:27:23,12.0,2,10,13,,0,,0,Radiant,Jakiro,3
1588,1790386036,1,True,1842,2,0,16,2015-09-13 08:44:31,12.0,3,2,8,,0,,1,Radiant,Sand King,1
113,1775045374,129,True,2463,1,0,3,2015-09-06 17:19:44,,1,11,4,,0,,0,Dire,Bane,5
1589,1772461645,131,True,2117,1,0,16,2015-09-05 18:32:50,12.0,4,10,8,,0,,0,Dire,Sand King,1
1980,1772296467,2,False,4118,1,0,33,2015-09-05 17:13:55,12.0,0,9,15,,0,,0,Radiant,Enigma,2
2019,1760320124,129,False,2424,1,0,60,2015-08-31 17:27:22,,11,3,17,,0,,1,Dire,Night Stalker,2
1841,1760200093,1,True,2542,1,0,112,2015-08-31 16:26:33,,1,6,8,,0,,1,Radiant,Winter Wyvern,5
266,1754521185,3,True,3468,1,0,35,2015-08-29 16:22:18,12.0,4,8,14,,0,,1,Radiant,Sniper,3
1456,1748939895,128,True,2551,1,0,91,2015-08-27 16:12:17,,1,4,9,,0,,0,Dire,Io,3
1496,1743819461,3,False,2550,1,0,55,2015-08-25 16:33:20,,3,2,14,,0,,0,Radiant,Dark Seer,5
1497,1719619258,1,True,3010,1,0,55,2015-08-16 17:36:52,12.0,2,5,14,,0,,1,Radiant,Dark Seer,5
1590,1719512642,129,True,2396,1,0,16,2015-08-16 16:46:51,12.0,3,2,13,,0,,0,Dire,Sand King,1
1754,1660859319,130,True,2896,1,0,56,2015-07-25 18:30:25,,8,6,3,,0,,0,Dire,Clinkz,3
317,1660734499,131,True,2692,1,0,69,2015-07-25 17:26:14,,4,10,7,,0,,0,Dire,Doom,1
1857,1653070636,1,False,3583,1,0,52,2015-07-22 17:36:42,12.0,4,6,13,,0,,0,Radiant,Leshrac,3
2087,1650288444,132,True,3184,4,0,39,2015-07-21 17:29:50,,6,8,13,,0,,0,Dire,Queen of Pain,3
1591,1650162981,2,False,2418,1,0,16,2015-07-21 16:37:22,,9,5,14,,0,,0,Radiant,Sand King,1
1755,1625210025,131,True,2994,1,0,56,2015-07-11 17:16:37,11.0,13,10,7,,0,,0,Dire,Clinkz,3
1281,1625096926,130,True,2214,1,0,5,2015-07-11 16:29:43,,1,7,5,,0,,0,Dire,Crystal Maiden,5
1792,1622238787,132,False,3592,5,0,21,2015-07-10 17:41:43,,1,8,24,,0,,1,Dire,Windranger,3
1282,1619610671,132,True,4448,1,0,5,2015-07-09 16:44:38,11.0,5,6,23,,0,,0,Dire,Crystal Maiden,5
1756,1617182771,131,True,2550,1,0,56,2015-07-08 17:04:39,11.0,11,5,8,,0,,0,Dire,Clinkz,3
291,1614839343,2,True,2067,1,0,83,2015-07-07 18:38:55,10.0,1,0,18,,0,,1,Radiant,Treant Protector,2
1030,1614684220,2,True,2693,1,0,28,2015-07-07 17:15:13,10.0,2,8,6,,0,,1,Radiant,Slardar,1
1031,1614590902,3,False,2254,1,0,28,2015-07-07 16:28:53,10.0,1,9,6,,0,,0,Radiant,Slardar,1
2020,1598835701,2,False,2882,1,0,60,2015-07-01 16:58:47,,3,1,11,,0,,0,Radiant,Night Stalker,2
1534,1596473126,2,False,2444,4,0,31,2015-06-30 17:48:05,10.0,1,6,6,,0,,0,Radiant,Lich,5
1969,1596350615,132,False,2972,1,0,50,2015-06-30 16:46:16,,2,3,12,,0,,1,Dire,Dazzle,5
1774,1593914128,1,True,2976,1,0,99,2015-06-29 18:07:59,10.0,5,4,6,,0,,1,Radiant,Bristleback,1
267,1593789802,4,True,3030,5,0,35,2015-06-29 17:06:21,,11,4,14,,0,,1,Radiant,Sniper,3
2041,1591159936,3,True,3730,1,0,77,2015-06-28 17:14:23,10.0,7,8,10,,0,,1,Radiant,Lycan,3
1981,1591072524,132,False,1992,1,0,33,2015-06-28 16:34:50,10.0,1,0,17,,0,,1,Dire,Enigma,2
589,1588414360,1,False,2670,1,0,86,2015-06-27 18:42:54,,0,11,3,,0,,0,Radiant,Rubick,5
826,1559041470,131,True,2941,1,0,26,2015-06-17 11:27:08,,5,10,13,,0,,0,Dire,Lion,5
1032,1558865350,129,True,3045,1,0,28,2015-06-17 10:05:56,,4,9,7,,0,,0,Dire,Slardar,1
1858,1553998333,131,True,2210,1,0,52,2015-06-15 08:25:12,,3,3,5,,0,,0,Dire,Leshrac,3
2093,1552719860,128,True,2987,1,0,43,2015-06-14 16:18:56,,5,4,18,,0,,0,Dire,Death Prophet,3
306,1549063529,4,True,1021,5,0,37,2015-06-13 09:46:19,,1,1,1,,0,,1,Radiant,Warlock,2
1793,1548796559,3,True,3451,1,0,21,2015-06-13 07:43:13,,4,3,9,,0,,1,Radiant,Windranger,3
1371,1546484375,4,False,2031,1,0,79,2015-06-12 10:12:02,,1,7,7,,0,,0,Radiant,Shadow Demon,1
1218,1546397104,3,False,1921,1,0,27,2015-06-12 09:30:48,,0,8,1,,0,,0,Radiant,Shadow Shaman,5
1592,1540373755,3,False,3063,1,0,16,2015-06-09 19:08:11,,0,7,12,,0,,0,Radiant,Sand King,1
1775,1540096309,4,False,3433,1,0,99,2015-06-09 16:37:48,,8,7,15,,0,,0,Radiant,Bristleback,1
1776,1537791175,1,False,1429,1,0,99,2015-06-08 18:16:29,,0,3,0,,1,,0,Radiant,Bristleback,1
2021,1534150951,128,True,2366,1,0,60,2015-06-07 10:17:36,,1,6,3,,0,,0,Dire,Night Stalker,2
1777,1533976162,128,True,3325,1,0,99,2015-06-07 09:03:26,,4,5,13,,0,,0,Dire,Bristleback,1
1593,1529526759,2,False,2478,1,0,16,2015-06-05 16:51:35,,0,7,10,,0,,0,Radiant,Sand King,1
1283,1528427718,1,False,2593,1,0,5,2015-06-05 09:57:27,,2,6,7,,0,,0,Radiant,Crystal Maiden,5
617,1528279800,128,False,3241,1,0,53,2015-06-05 08:49:12,,3,6,15,,0,,1,Dire,Nature's Prophet,5
1778,1526941905,3,False,2398,1,0,99,2015-06-04 16:53:00,,5,8,7,,0,,0,Radiant,Bristleback,1
1175,1525931865,2,True,3573,1,0,32,2015-06-04 10:05:18,,3,7,13,,0,,1,Radiant,Riki,3
1284,1514335694,3,True,3516,5,0,5,2015-05-30 17:48:21,,3,6,18,,0,,1,Radiant,Crystal Maiden,5
1498,1514163750,131,False,2985,5,0,55,2015-05-30 16:34:36,,7,3,15,,0,,1,Dire,Dark Seer,5
23,1511580261,130,False,3516,1,0,4,2015-05-29 18:29:02,,5,4,13,,0,,1,Dire,Bloodseeker,3
1779,1511489743,2,False,2266,1,0,99,2015-05-29 17:42:22,,3,10,6,,0,,0,Radiant,Bristleback,1
921,1508568493,3,True,2929,1,0,45,2015-05-28 17:34:18,,3,4,21,,0,,1,Radiant,Pugna,4
962,1508421322,131,False,2680,1,0,84,2015-05-28 16:22:37,,3,2,16,,0,,1,Dire,Ogre Magi,5
2232,1505120512,2,False,2373,1,0,66,2015-05-27 10:44:19,,0,3,3,,0,,0,Radiant,Chen,5
922,1503750781,3,False,3309,1,0,45,2015-05-26 18:38:08,,1,7,16,,0,,0,Radiant,Pugna,4
963,1503585442,130,True,2808,1,0,84,2015-05-26 17:04:43,,2,3,14,,0,,0,Dire,Ogre Magi,5
964,1501317576,131,True,3415,1,0,84,2015-05-25 17:51:05,,8,8,16,,0,,0,Dire,Ogre Magi,5
965,1501017886,3,False,2663,1,0,84,2015-05-25 15:25:26,,2,7,8,,0,,0,Radiant,Ogre Magi,5
163,1499135418,1,True,3877,1,0,64,2015-05-24 19:04:46,,2,4,25,,0,,1,Radiant,Jakiro,3
2115,1499048446,1,True,1522,5,0,29,2015-05-24 18:15:46,,3,4,17,,0,,1,Radiant,Tidehunter,1
1669,1497988050,4,True,1905,5,0,20,2015-05-24 11:00:20,,9,1,17,,0,,1,Radiant,Vengeful Spirit,2
318,1497867448,132,False,2070,5,0,69,2015-05-24 10:10:26,,3,2,9,,0,,1,Dire,Doom,1
966,1496074125,3,False,3008,1,0,84,2015-05-23 16:44:22,,4,6,10,,0,,0,Radiant,Ogre Magi,5
70,1495930128,131,True,2635,1,0,94,2015-05-23 15:47:00,,1,6,0,,0,,0,Dire,Medusa,3
923,1487428555,129,True,2290,1,0,45,2015-05-20 09:24:54,,1,7,3,,0,,0,Dire,Pugna,4
1466,1486197595,1,True,3020,1,0,42,2015-05-19 17:38:51,,2,2,20,,0,,1,Radiant,Wraith King,3
238,1483809768,3,True,2796,1,0,30,2015-05-18 17:09:37,,4,5,10,,0,,1,Radiant,Witch Doctor,5
725,1480476707,3,False,2911,1,0,38,2015-05-17 10:35:03,,1,6,10,,0,,0,Radiant,Beastmaster,1
967,1480336044,131,True,2674,1,0,84,2015-05-17 09:40:32,,1,10,9,,0,,0,Dire,Ogre Magi,5
114,1478649838,1,False,2634,1,0,3,2015-05-16 17:45:15,,1,7,11,,0,,0,Radiant,Bane,5
1982,1478535630,130,True,2289,1,0,33,2015-05-16 16:56:43,,6,6,7,,0,,0,Dire,Enigma,2
726,1475668849,3,False,3103,1,0,38,2015-05-15 17:22:47,,4,6,17,,0,,0,Radiant,Beastmaster,1
1467,1475561032,3,False,2348,1,0,42,2015-05-15 16:36:34,,5,7,5,,0,,0,Radiant,Wraith King,3
1499,1473147705,128,False,3269,1,0,55,2015-05-14 17:44:14,,6,5,23,,0,,1,Dire,Dark Seer,5
1285,1473007884,132,False,2424,1,0,5,2015-05-14 16:32:38,,5,9,9,,0,,1,Dire,Crystal Maiden,5
1594,1471985266,3,False,2599,1,0,16,2015-05-14 09:11:14,,2,4,9,,0,,0,Radiant,Sand King,1
1595,1470782357,132,False,2366,1,0,16,2015-05-13 17:30:24,,8,1,13,,0,,1,Dire,Sand King,1
827,1470605558,4,True,3176,1,0,26,2015-05-13 16:04:23,,4,8,15,,0,,1,Radiant,Lion,5
307,1469706633,129,False,2293,5,0,37,2015-05-13 10:04:43,,3,4,9,,0,,1,Dire,Warlock,2
1137,1469618524,132,True,2370,5,0,89,2015-05-13 09:14:45,,3,8,13,,0,,0,Dire,Naga Siren,3
164,1460885356,2,False,3077,1,0,64,2015-05-09 18:31:48,,2,6,12,,0,,0,Radiant,Jakiro,3
1500,1460686488,2,True,2569,1,0,55,2015-05-09 16:54:35,,3,1,16,,0,,1,Radiant,Dark Seer,5
1596,1455234657,132,True,2996,1,0,16,2015-05-07 17:49:50,,0,7,8,,0,,0,Dire,Sand King,1
727,1455007080,4,True,2575,1,0,38,2015-05-07 16:01:09,,3,3,15,,0,,1,Radiant,Beastmaster,1
1859,1452742698,132,False,2302,1,0,52,2015-05-06 17:13:55,,5,2,12,,0,,1,Dire,Leshrac,3
1794,1452553195,130,True,1766,5,0,21,2015-05-06 15:44:46,,0,2,7,,0,,0,Dire,Windranger,3
1372,1450404361,130,False,2882,5,0,79,2015-05-05 17:56:40,,8,3,26,,0,,1,Dire,Shadow Demon,1
184,1450216399,132,False,2701,1,0,87,2015-05-05 16:23:21,,4,5,12,,0,,1,Dire,Disruptor,5
515,1445012575,130,True,2736,1,0,96,2015-05-03 16:22:58,,3,4,12,,0,,0,Dire,Centaur Warrunner,2
2194,1442119979,132,True,3583,1,0,41,2015-05-02 17:38:58,,2,9,19,,0,,0,Dire,Faceless Void,2
2022,1441838077,130,False,2924,1,0,60,2015-05-02 15:55:44,,11,4,17,,0,,1,Dire,Night Stalker,2
1670,1438876745,1,False,2118,1,0,20,2015-05-01 18:01:40,,1,10,13,,0,,0,Radiant,Vengeful Spirit,2
599,1438521702,132,False,4966,1,0,72,2015-05-01 15:49:58,,10,3,13,,0,,1,Dire,Gyrocopter,5
115,1435021837,132,True,3846,1,0,3,2015-04-30 16:32:25,,4,9,12,,0,,0,Dire,Bane,5
1597,1430461861,1,True,2816,1,0,16,2015-04-28 16:10:58,,6,3,13,,0,,1,Radiant,Sand King,1
1341,1428403021,131,True,2449,1,0,68,2015-04-27 16:51:10,7.0,0,6,5,,0,,0,Dire,Ancient Apparition,5
728,1428279942,3,False,2889,1,0,38,2015-04-27 15:45:58,7.0,2,8,13,,0,,0,Radiant,Beastmaster,1
2023,1426436010,130,True,2121,1,0,60,2015-04-26 18:03:52,7.0,1,3,8,,0,,0,Dire,Night Stalker,2
1219,1423594511,129,True,2429,1,0,27,2015-04-25 16:00:55,7.0,0,6,7,,0,,0,Dire,Shadow Shaman,5
2024,1418862912,129,False,3267,1,0,60,2015-04-23 15:58:04,,5,6,18,,0,,1,Dire,Night Stalker,2
409,1416700631,4,True,2188,1,0,57,2015-04-22 15:52:09,7.0,3,4,6,,0,,1,Radiant,Omniknight,1
1547,1412519309,130,True,3176,1,0,97,2015-04-20 17:20:38,,1,5,13,,0,,0,Dire,Magnus,1
1501,1412425433,130,True,2548,1,0,55,2015-04-20 16:29:20,,6,3,7,,0,,0,Dire,Dark Seer,5
1220,1396183475,129,False,1928,5,0,27,2015-04-13 16:04:37,,3,3,21,,0,,1,Dire,Shadow Shaman,5
1286,1391336414,129,False,1914,1,0,5,2015-04-11 16:47:16,,0,3,8,,0,,1,Dire,Crystal Maiden,5
1176,1381851809,131,False,3683,5,0,32,2015-04-07 17:16:31,,4,10,20,,0,,1,Dire,Riki,3
